City_ID,City,Country,Date,Lat,Lng,Current Description,Max Temp,Humidity %,Cloudiness %,Wind Speed
209,Sainte-Anne-Des-Monts,CA,2022-02-07 23:32:14,49.124,-66.4924,overcast clouds,17.47,86,100,4.61
210,Byron Bay,AU,2022-02-07 23:32:15,-28.65,153.6167,overcast clouds,74.88,61,87,12.44
211,Matara,LK,2022-02-07 23:31:02,5.9485,80.5353,overcast clouds,74.91,86,100,3.33
212,Bandar,ID,2022-02-07 23:32:15,2.05,99.75,overcast clouds,71.51,91,98,2.57
213,College,US,2022-02-07 23:32:16,64.8569,-147.8028,light snow,-0.42,74,75,6.91
214,Vanavara,RU,2022-02-07 23:32:17,60.34,102.2797,overcast clouds,-11.94,95,98,6.42
215,Kutum,SD,2022-02-07 23:32:17,14.2,24.6667,clear sky,51.55,24,0,6.53
216,Kedrovyy,RU,2022-02-07 23:32:18,56.1667,91.8167,overcast clouds,5.41,99,100,3.49
217,Kloulklubed,PW,2022-02-07 23:32:18,7.0419,134.2556,scattered clouds,82.9,79,49,22.59
218,Kruisfontein,ZA,2022-02-07 23:32:19,-34.0033,24.7314,broken clouds,67.89,54,59,1.88
219,Contamana,PE,2022-02-07 23:32:19,-7.3333,-75.0167,overcast clouds,71.35,99,99,1.43
220,Chokurdakh,RU,2022-02-07 23:32:20,70.6333,147.9167,overcast clouds,-45.74,100,96,5.14
221,Shatki,RU,2022-02-07 23:32:20,55.1887,44.1249,light snow,26.51,94,100,10.38
222,Jurado,CO,2022-02-07 23:32:21,7.1053,-77.7641,overcast clouds,77.83,81,92,0.96
223,Tiksi,RU,2022-02-07 23:29:41,71.6872,128.8694,broken clouds,-26.21,99,63,5.68
224,Marsabit,KE,2022-02-07 23:33:21,2.3284,37.9899,scattered clouds,69.69,37,47,9.78
225,Alice Springs,AU,2022-02-07 23:31:00,-23.7,133.8833,scattered clouds,83.75,26,39,3.44
226,Cumbum,IN,2022-02-07 23:29:30,9.7333,77.3,broken clouds,66.0,94,56,1.14
227,Boundiali,CI,2022-02-07 23:33:22,9.5217,-6.4869,broken clouds,74.66,18,55,1.63
228,Dongsheng,CN,2022-02-07 23:33:23,39.8161,109.9776,few clouds,13.96,53,11,4.52
229,Barcarena,BR,2022-02-07 23:33:23,-1.5058,-48.6258,broken clouds,80.65,91,77,7.9
230,Lata,PT,2022-02-07 23:33:24,40.1629,-8.3327,clear sky,52.92,62,1,4.56
231,Ust-Nera,RU,2022-02-07 23:33:24,64.5667,143.2,broken clouds,-26.18,80,75,0.74
232,Pacific Grove,US,2022-02-07 23:33:25,36.6177,-121.9166,clear sky,74.57,71,0,5.01
233,Ust-Omchug,RU,2022-02-07 23:33:26,61.15,149.6333,broken clouds,-17.3,76,84,2.55
234,Maniitsoq,GL,2022-02-07 23:33:26,65.4167,-52.9,light snow,0.7,89,100,7.92
235,Mackenzie,CA,2022-02-07 23:30:08,55.2999,-123.1698,broken clouds,43.02,52,75,11.5
236,Port Elizabeth,ZA,2022-02-07 23:30:26,-33.918,25.5701,clear sky,64.69,94,0,6.91
237,Vanimo,PG,2022-02-07 23:33:27,-2.6741,141.3028,moderate rain,83.03,74,97,0.87
238,Klaksvik,FO,2022-02-07 23:30:09,62.2266,-6.589,broken clouds,34.72,75,72,36.64
239,Urusha,RU,2022-02-07 23:33:28,54.05,122.9,few clouds,-13.63,97,21,2.04
240,Hay River,CA,2022-02-07 23:30:28,60.8156,-115.7999,light snow,-2.22,84,100,21.85
241,Cidreira,BR,2022-02-07 23:33:28,-30.1811,-50.2056,clear sky,70.7,69,0,9.4
242,Moerai,PF,2022-02-07 23:33:29,-22.4333,-151.3333,broken clouds,80.17,76,84,16.8
243,Ojinaga,MX,2022-02-07 23:33:29,29.5667,-104.4167,scattered clouds,60.57,33,40,4.61
244,Isla Mujeres,MX,2022-02-07 23:29:05,21.2311,-86.731,clear sky,78.85,71,1,6.73
245,Taoudenni,ML,2022-02-07 23:33:30,22.6783,-3.9836,clear sky,68.0,13,0,11.3
246,Olafsvik,IS,2022-02-07 23:33:31,64.8945,-23.7142,light snow,30.87,84,100,35.81
247,Arraial Do Cabo,BR,2022-02-07 23:29:35,-22.9661,-42.0278,overcast clouds,76.3,90,89,4.83
248,Bukama,CD,2022-02-07 23:33:32,-9.2,25.85,overcast clouds,68.38,99,100,2.57
249,Luanda,AO,2022-02-07 23:30:12,-8.8368,13.2343,overcast clouds,74.12,88,97,7.99
250,Half Moon Bay,US,2022-02-07 23:33:32,37.4636,-122.4286,clear sky,71.74,53,0,0.0
251,Xai-Xai,MZ,2022-02-07 23:33:33,-25.0519,33.6442,light rain,74.68,86,18,10.07
252,Bilma,NE,2022-02-07 23:33:34,18.6853,12.9164,clear sky,60.94,14,0,7.36
253,Manokwari,ID,2022-02-07 23:33:35,-0.8667,134.0833,overcast clouds,81.88,71,100,1.25
254,Abnub,EG,2022-02-07 23:33:35,27.2696,31.1511,clear sky,52.02,41,0,3.98
255,Arman,RU,2022-02-07 23:33:35,59.7,150.1667,overcast clouds,5.79,73,100,8.12
256,Dokka,NO,2022-02-07 23:33:36,60.84,10.0618,light snow,25.41,95,96,1.86
257,Muyezerskiy,RU,2022-02-07 23:33:36,63.9333,31.65,light snow,21.81,96,100,4.21
258,Lagoa,PT,2022-02-07 23:33:02,39.05,-27.9833,broken clouds,59.07,68,60,8.99
259,Gamba,GA,2022-02-07 23:33:37,-2.65,10.0,overcast clouds,77.14,91,97,6.58
